id,norm_tab,num_rows,num_columns,total_cells,columns,num_column_items,total_column_cells
nu-209,"[['year', 'single', 'album', 'peak_chart_positions_us_country', 'peak_chart_positions_can_country'], ['1967', '""forbidden fruit""', 'a world called you', '', ''], ['1968', '""i\'d be your fool again""', 'a world called you', '69', ''], ['1968', '""i\'m in love with my wife""', 'a world called you', '38', ''], ['1968', '""you touched my heart""', 'a world called you', '37', ''], ['1969', '""dearly beloved""', 'single only', '59', ''], ['1969', '""a world called you""', 'a world called you', '23', ''], ['1970', '""so much in love with you""', 'a world called you', '46', ''], ['1970', '""i wake up in heaven""', ""she don't make me cry"", '26', ''], ['1971', '""she don\'t make me cry""', ""she don't make me cry"", '19', '9'], ['1971', '""ruby, you\'re warm""', 'single only', '21', '16'], ['1972', '""need you""', 'need you', '9', '9'], ['1972', '""goodbye""', 'need you', '38', ''], ['1972', '""all heaven breaks loose""', 'single only', '35', ''], ['1973', '""just thank me""', 'just thank me', '17', '18'], ['1973', '""it\'ll be her""', 'just thank me', '22', '16'], ['1974', '""loving you has changed my life""', 'hey there girl', '9', '21'], ['1974', '""hey there girl""', 'hey there girl', '21', '42'], ['1974', '""i just can\'t help believin\'""', 'hey there girl', '59', ''], ['1975', '""it takes a whole lot of livin\' in a house""', ""whole lotta livin' in a house"", '60', ''], ['1976', '""whispers and grins""', 'singles only', '66', ''], ['1976', '""mahogany bridge""', 'singles only', '84', ''], ['1977', '""i\'m gonna love you right out of this world""', 'singles only', '21', '38'], ['1977', '""the lady and the baby""', 'singles only', '76', ''], ['1977', '""i love what my woman does to me""', 'singles only', '49', '33'], ['1977', '""do you hear my heart beat""', 'lovingly', '47', ''], ['1977', '""you and me alone""', 'lovingly', '24', ''], ['1978', '""i\'ll be there (when you get lonely)""', 'lovingly', '22', ''], ['1978', '""let\'s try to remember""', 'lovingly', '32', ''], ['1978', '""when a woman cries""', 'singles only', '31', ''], ['1979', '""darlin\'""', 'singles only', '18', '36'], ['1979', '""you are my rainbow""', 'singles only', '36', ''], ['1979', '""you\'re amazing""', 'singles only', '39', ''], ['1981', '""houston blue""', 'singles only', '88', ''], ['1982', '""crown prince of the barroom""', 'singles only', '92', ''], ['1983', '""hold me""', 'singles only', '67', ''], ['1983', '""you\'ve still got me""', 'singles only', '71', ''], ['1983', '""the devil is a woman""', 'singles only', '87', ''], ['1984', '""i\'m a country song""', 'singles only', '72', '']]",38,5,190," ['peak_chart_positions_us_country', 'peak_chart_positions_can_country']",2,76
nu-210,"[['date', 'opponent', 'venue', 'scorers', 'result_home', 'result_away', 'attendance'], ['20 august 1960', 'aston villa', 'a', 'brabrook, gibbs', '2', '3', '43776'], ['24 august 1960', 'leicester city', 'h', 'bradbury', '1', '3', '24691'], ['27 august 1960', 'wolverhampton wanderers', 'h', 'greaves (3)', '3', '3', '41681'], ['31 august 1960', 'leicester city', 'a', 'sillett, greaves, brooks', '3', '1', '21087'], ['3 september 1960', 'bolton wanderers', 'a', 'greaves', '1', '4', '21609'], ['7 september 1960', 'blackburn rovers', 'h', 'greaves (3), livesey (2)', '5', '2', '23224'], ['10 september 1960', 'west ham united', 'h', 'greaves, livesey, blunstone', '3', '2', '37873'], ['17 september 1960', 'fulham', 'a', 'livesey, blunstone', '2', '3', '37423'], ['19 september 1960', 'blackburn rovers', 'a', 'brabrook', '1', '3', '21508'], ['24 september 1960', 'blackpool', 'a', 'greaves (2), livesey (2)', '4', '1', '26546'], ['1 october 1960', 'everton', 'h', 'greaves', '3', '3', '31457'], ['15 october 1960', 'birmingham city', 'a', '', '0', '1', '22337'], ['22 october 1960', 'burnley', 'h', 'brabrook, greaves', '2', '6', '29080'], ['29 october 1960', 'preston north end', 'a', 'tindall, tambling', '2', '0', '14174'], ['5 november 1960', 'newcastle united', 'h', 'brabrook, tindall (3)', '4', '2', '30489'], ['12 november 1960', 'arsenal', 'a', 'mortimore, greaves, tindall, tambling', '4', '1', '38666'], ['19 november 1960', 'manchester city', 'h', 'greaves (3), tindall (2), tambling', '6', '3', '37346'], ['26 november 1960', 'nottingham forest', 'a', 'brabrook', '1', '2', '22121'], ['3 december 1960', 'west bromwich albion', 'h', 'brabrook, greaves (5), tindall', '7', '1', '19568'], ['10 december 1960', 'cardiff city', 'a', 'greaves', '1', '2', '21840'], ['17 december 1960', 'aston villa', 'h', 'greaves (2)', '2', '4', '23805'], ['24 december 1960', 'manchester united', 'h', 'brabrook', '1', '2', '37601'], ['26 december 1960', 'manchester united', 'a', '', '0', '6', '50213'], ['31 december 1960', 'wolverhampton wanderers', 'a', 'anderton', '1', '6', '28503'], ['14 january 1961', 'bolton wanderers', 'h', 'livesey', '1', '1', '20461'], ['21 january 1961', 'west ham united', 'a', 'blunstone', '1', '3', '21829'], ['4 february 1961', 'fulham', 'h', 'greaves, bridges', '2', '1', '39185'], ['11 february 1961', 'blackpool', 'h', 'sillett, greaves', '2', '2', '21993'], ['18 february 1961', 'everton', 'a', 'greaves', '1', '1', '34449'], ['25 february 1961', 'sheffield wednesday', 'a', '', '0', '1', '21936'], ['4 march 1961', 'birmingham city', 'h', 'greaves, tindall, tambling', '3', '2', '27727'], ['11 march 1961', 'burnley', 'a', 'greaves (2), tambling (2)', '4', '4', '19435'], ['18 march 1961', 'preston north end', 'h', 'tindall', '1', '1', '22031'], ['25 march 1961', 'newcastle united', 'a', 'greaves (4), tindall (2)', '6', '1', '28975'], ['31 march 1961', 'tottenham hotspur', 'a', 'brabrook, tindall', '2', '4', '65032'], ['1 april 1961', 'cardiff city', 'h', 'greaves, tindall (2), tambling, harrison, harrington (o.g.)', '6', '1', '22697'], ['3 april 1961', 'tottenham hotspur', 'h', 'blunstone, greaves', '2', '3', '57103'], ['8 april 1961', 'manchester city', 'a', 'tambling', '1', '2', '27720'], ['15 april 1961', 'arsenal', 'h', 'tindall, tambling, neill (o.g.)', '3', '1', '38233'], ['22 april 1961', 'west bromwich albion', 'a', '', '0', '3', '17691'], ['26 april 1961', 'sheffield wednesday', 'h', '', '0', '2', '24258'], ['29 april 1961', 'nottingham forest', 'h', 'greaves (4)', '4', '3', '22775']]",42,7,294," ['result', 'attendance']",2,84
nu-212,"[['year', 'competition', 'venue', 'position', 'event', 'value'], ['2007', 'pan arab games', 'cairo, egypt', '4th', '200 m', '20.94'], ['2008', 'asian indoor championships', 'doha, qatar', '4th', '60 m', '6.81'], ['2008', 'world indoor championships', 'valencia, spain', '28th (h)', '60 m', '6.88'], ['2008', 'world junior championships', 'bydgoszcz, poland', '7th', '200 m', '21.10'], ['2008', 'olympic games', 'beijing, china', '40th (h)', '200 m', '21.00'], ['2009', 'asian indoor games', 'hanoi, vietnam', '4th', '60 m', '6.72'], ['2009', 'world championships', 'berlin, germany', '25th (qf)', '200 m', '20.97'], ['2009', 'asian championships', 'guangzhou, china', '1st', '200 m', '21.07'], ['2010', 'asian games', 'guangzhou, china', '3rd', '200 m', '20.83'], ['2011', 'asian championships', 'kobe, jpan', '3rd', '200 m', '20.97'], ['2011', 'world championships', 'daegu, south korea', '48th (h)', '200 m', '21.45'], ['2011', 'pan arab games', 'doha, qatar', '5th', '100 m', '21.59'], ['2011', 'pan arab games', 'doha, qatar', '3rd', '4x100 m', '40.15']]",13,6,78, ['notes'],1,13
nu-213,"[['name', 'pennant', 'namesake', 'builder', 'fate', 'ordered_year', 'ordered_month', 'ordered_day', 'laid_down_year', 'laid_down_month', 'laid_down_day', 'launched_year', 'launched_month', 'launched_day', 'commissioned_year', 'commissioned_month', 'commissioned_day'], ['leander', '75', 'leander of abydos', 'hm dockyard, devonport', 'transferred to royal new zealand navy as hmnzs leander 1941-1945\\nbroken up at blyth 1950', '1928', 'february', '18', '1928', 'august', '1', '1929', 'july', '13', '1931', 'july', '23'], ['orion', '85', 'orion the hunter', 'hm dockyard, devonport', 'broken up at dalmuir, 1949', '1931', 'march', '24', '1931', 'september', '26', '1932', 'november', '24', '1934', 'january', '18'], ['neptune', '20', 'neptune, god of the sea', 'hm dockyard, portsmouth', 'sunk in minefield off tripoli, 19 december 1941', '1931', 'march', '2', '1931', 'september', '24', '1933', 'january', '31', '1934', 'february', '23'], ['ajax', '22', 'ajax the great', 'vickers armstrong', 'broken up at newport, 1949', '1932', 'october', '1', '1933', 'february', '7', '1934', 'march', '1', '1935', 'april', '12'], ['achilles', '70', 'achilles', 'cammell laird', 'transferred to royal new zealand navy as hmnzs achilles 1941-1946\\nsold to indian navy as hims delhi 1948', '1931', 'february', '16', '1931', 'june', '11', '1932', 'september', '1', '1936', 'march', '24'], ['amphion', '29', 'amphion of thebes', 'hm dockyard, portsmouth', 'sold to royal australian navy as hmas perth, 1939\\nsunk in torpedo attack, 1 march 1942', '1932', 'december', '1', '1933', 'june', '22', '1934', 'july', '27', '1936', 'june', '15'], ['apollo', '63', 'apollo, god of light', 'hm dockyard, devonport', 'sold to royal australian navy as hmas hobart, 1938\\nbroken up at osaka, 1962', '1933', 'march', '1', '1933', 'august', '15', '1934', 'october', '9', '1936', 'january', '13'], ['sydney\\n(ex-phaeton)', '48', 'city of sydney', 'swan hunter', 'sunk in surface action, 19 november 1941', '1933', 'february', '10', '1933', 'july', '8', '1934', 'september', '22', '1935', 'september', '24']]",8,17,136," ['ordered', 'laid_down', 'launched', 'commissioned']",4,32
nu-214,"[['_', 'title', 'time', 'lyrics', 'music', 'producers', 'performers'], ['1', '""intro""', '1:16', '', '', '', ''], ['2', '""seven""', '3:30', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['3', '""out here""', '3:18', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['4', '""it ain\'t a thang""', '3:45', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['5', '""digging""', '3:04', 'boondox', 'kuma', 'boondox', 'boondox'], ['6', '""lady in the jaguar""', '3:55', 'boondox\nicp', 'mike e. clark', 'boondox\nicp', 'boondox\nicp'], ['7', '""they pray with snakes""', '3:56', 'boondox', 'kuma', 'boondox', 'boondox'], ['8', '""rollin hard""', '4:07', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['9', '""the harvest""', '3:53', 'boondox\namb', 'kuma', 'boondox\namb', 'boondox\naxe murder boyz'], ['10', '""sippin""', '3:16', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['11', '""lake of fire""', '4:12', 'boondox', 'mike e. clark', 'boondox', 'boondox'], ['12', '""red mist""', '3:54', 'boondox', 'mike e. clark', 'boondox', 'boondox\nblaze ya dead homie\ntwiztid'], ['13', '""angel like""', '3:42', 'boondox', 'mike e. clark', 'boondox', 'boondox']]",13,7,91," ['time', 'lyrics', 'music', 'producers', 'performers']",5,65
nu-215,"[['round', 'pick', 'nationality', 'player', 'position', 'school_club_team', 'school', 'club_team'], ['1', '15', 'united states', 'reggie johnson', 'pf/c', 'tennessee', 'tennessee', ''], ['2', '39', 'united states', 'michael miley', '', 'california state-long beach', 'california state', 'long beach'], ['3', '60', 'united states', 'lavon mercer', '', 'georgia', 'georgia', ''], ['3', '61', 'united states', 'rich yonakor', '', 'north carolina', 'north carolina', ''], ['4', '83', 'united states', 'calvin roberts', '', 'california state-fullerton', 'california state', 'fullerton'], ['5', '107', 'united states', 'gib hinz', '', 'wisconsin-eau claire', 'wisconsin', 'eau claire'], ['6', '129', 'united states', 'dean uthoff', '', 'iowa state', 'iowa', 'state'], ['7', '153', 'united states', 'allan zahn', '', 'arkansas', 'arkansas', ''], ['8', '172', 'united states', 'bill bailey', '', 'texas pan-american', 'texas', 'pan-american'], ['9', '192', 'united states', 'al williams', '', 'north texas state', 'north texas', 'state'], ['10', '209', 'united states', 'steve schall', '', 'arkansas', 'arkansas', '']]",11,8,88," ['player', 'position', 'school_club_team']",3,33
nu-216,"[['original_tribe', 'first_switch', 'second_switch', 'merged_tribe', 'finish', 'ghost_island', 'total_votes', 'contestant_name', 'age', 'hometown', 'returned_from_ghost_island'], [""ga 'dang"", '', '', '', '2nd voted out\\nday 7', '1st eliminated\\nday 9', '10', 'branka čudanov', '28', 'kikinda', ''], ['manobo', '', '', '', '1st voted out\\nday 4', '2nd eliminated\\nday 12', '9', 'gordana berger', '38', 'belgrade', ''], [""ga 'dang"", '', '', '', '3rd voted out\\nday 10', '3rd eliminated\\nday 15', '7', 'ana mitrić', '23', 'belgrade', ''], [""ga 'dang"", '', '', '', '4th voted out\\nday 13', '4th eliminated\\nday 18', '8', 'milena vitanović', '21', 'paraćin', ''], [""ga 'dang"", '', '', '', '5th voted out\\nday 16', 'ghost island winner\\nday 32', '6', 'nikola kovačević', '', '', 'returned to game from ghost island'], ['manobo', '', '', '', 'eliminated in a twist\\nday 17', '5th eliminated\\nday 18', '2', 'branislava bogdanović', '27', 'kačarevo', ''], [""ga 'dang"", 'manobo', '', '', '6th voted out\\nday 19', '6th eliminated\\nday 21', '7', 'pece kotevski', '42', 'bitola, macedonia', ''], [""ga 'dang"", 'manobo', '', '', 'quit\\nday 22', '7th eliminated\\nday 24', '3', 'predrag veljković', '29', 'pekčanica, near kraljevo', ''], [""ga 'dang"", ""ga 'dang"", '', '', 'removed due to injury\\nday 24', '', '1', 'anita mažar', '23', 'kula', ''], ['manobo', 'manobo', '', '', '7th voted out\\nday 25', '8th eliminated\\nday 27', '4', 'aleksandar bošković', '28', 'belgrade', ''], ['manobo', 'manobo', 'manobo', '', '8th voted out\\nday 28', '9th eliminated\\nday 30', '3', 'ana stojanovska', '21', 'skopje, macedonia', ''], [""ga 'dang"", 'manobo', 'manobo', '', '9th voted out\\nday 31', '10th eliminated\\nday 32', '6', 'luka rajačić', '21', 'belgrade', ''], ['manobo', ""ga 'dang"", ""ga 'dang"", 'diwata', '10th voted out\\n1st jury member\\nday 35', '', '7', 'nemanja vučetić', '23', 'novi sad', ''], [""ga 'dang"", '', '', 'diwata', '11th voted out\\n2nd jury member\\nday 38', 'ghost island winner\\nday 32', '12', 'nikola kovačević', '24', 'kragujevac', ''], ['manobo', ""ga 'dang"", 'manobo', 'diwata', '12th voted out\\n3rd jury member\\nday 41', '', '6', 'dina berić', '23', 'ledinci, near novi sad', ''], [""ga 'dang"", ""ga 'dang"", ""ga 'dang"", 'diwata', '13th voted out\\n4th jury member\\nday 44', '', '14', 'višnja banković', '24', 'aranđelovac', ''], ['manobo', ""ga 'dang"", ""ga 'dang"", 'diwata', '14th voted out\\n5th jury member\\nday 47', 'locator of\\nhidden immunity idol\\n(failed)\\nday 34', '6', 'klemen rutar', '21', 'ljubljana, slovenija', ''], ['manobo', 'manobo', ""ga 'dang"", 'diwata', '15th voted out\\n6th jury member\\nday 50', '', '7', 'srđan dinčić', '25', 'sremska mitrovica', ''], ['manobo', 'manobo', 'manobo', 'diwata', '15th voted out\\n6th jury member\\nday 50', '', '7', 'srđan dinčić', '25', 'sremska mitrovica', ''], ['manobo', ""ga 'dang"", ""ga 'dang"", 'diwata', 'eliminated in challenge\\n7th jury member\\nday 53', 'locator of\\nhidden immunity idol\\n(successful)\\nday 40', '1', 'njegoš arnautović', '21', 'bijeljina, republika srpska', ''], ['manobo', 'manobo', 'manobo', 'diwata', 'eliminated in challenge\\n8th jury member\\nday 53', 'locator of\\nhidden immunity idol\\n(failed)\\nday 37', '2', 'dušan milisavljević', '25', 'zvečan', ''], ['manobo', 'manobo', 'manobo', 'diwata', '2nd runner-up', 'locator of\\nhidden immunity idol\\n(failed)\\nday 46', '8', 'vesna đolović', '38', 'beograd', ''], [""ga 'dang"", ""ga 'dang"", ""ga 'dang"", 'diwata', 'runner-up', 'locator of\\nhidden immunity idol\\n(failed)\\nday 49', '1', 'teja lapanja', '30', 'škofja loka, slovenija', ''], [""ga 'dang"", ""ga 'dang"", ""ga 'dang"", 'diwata', 'sole survivor', 'locator of\\nhidden immunity idol\\n(failed)\\nday 43', '0', 'aleksandar krajišnik', '19', 'majur, near šabac', '']]",24,11,264, ['contestant'],1,24
nu-217,"[['year', 'title', 'role', 'notes', 'start_year', 'end_year'], ['1991', ""flesh'n blood"", 'penelope', '1 episode', '1991', '1991'], ['1992', 'true colors', 'lorae', '1 episode', '1992', '1992'], ['1994', 'the all-new mickey mouse (mmc)', 'herself', '1 episode', '1994', '1994'], ['1994–1999', 'sister, sister', 'tamera campbell', '119 episodes', '1994', '1999'], ['1995', 'are you afraid of the dark?', 'evil chameleon', '1 episode', '1995', '1995'], ['1995–1996', 'the adventures of hyperman', 'emma c. squared', '8 episodes', '1995', '1996'], ['1996', 'all that', 'herself', '', '1996', '1996'], ['1997', 'smart guy', 'roxanne', '1 episode', '1997', '1997'], ['1998', 'blues clues', 'herself', '1 episode', '1998', '1998'], ['1999', 'detention', 'orangejella labelle', '13 episodes', '1999', '1999'], ['2000', 'how i loved a macho boy', 'jamal santos', '3 episodes', '2000', '2000'], ['2004–2006', 'strong medicine', 'dr. kayla thorton', '37 episodes', '2004', '2006'], ['2006–2007', 'family guy', 'esther', 'voice\n3 episodes', '2006', '2007'], ['2009', 'roommates', 'hope', '13 episodes', '2009', '2009'], ['2009', 'the super hero squad show', 'misty knight', '1 episode', '2009', '2009'], ['2011', 'things we do for love', 'lourdes', '5 episodes', '2011', '2011'], ['2011', 'access hollywood live', 'herself', 'co-host', '2011', '2011'], ['2011', 'chrisjayify', 'herself', 'episode: ""drugs are bad""', '2011', '2011'], ['2011–2013', 'tia & tamera', 'herself', 'executive producer', '2011', '2013'], ['2012', 'christmas angel', 'daphney', '', '2012', '2012'], ['2013', 'the real', 'herself', 'host', '2013', '2013'], ['2014', 'melissa and joey', 'gillian', ""season 3 episode 24 'to tell the truth'"", '2014', '2014']]",22,6,132," ['year', 'title', 'role', 'notes']",4,88
nu-218,"[['pick__', 'player', 'position', 'nationality', 'nhl_team', 'college_junior_club_team', 'college', 'junior_club_team', 'league'], ['148', 'paul krake', 'goalie', 'canada', 'quebec nordiques', 'university of alaska anchorage (ncaa)', 'university of alaska anchorage', 'ncaa', ''], ['149', 'phil huber', 'center', 'canada', 'new york islanders', 'kamloops blazers (whl)', 'kamloops blazers', 'whl', ''], ['150', 'derek langille', 'defense', 'canada', 'toronto maple leafs', 'north bay centennials (ohl)', 'north bay centennials', 'ohl', ''], ['151', 'jim solly', 'left wing', 'canada', 'winnipeg jets', 'bowling green state university (ncaa)', 'bowling green state university', 'ncaa', ''], ['152', 'sergei starikov', 'defense', 'soviet union', 'new jersey devils', 'cska moscow (ussr)', 'cska moscow', 'ussr', ''], ['153', 'milan tichy', 'defense', 'czechoslovakia', 'chicago blackhawks', 'prince albert raiders (whl)', 'prince albert raiders', 'whl', ''], ['154', 'jon pratt', 'left wing', 'united states', 'minnesota north stars', 'pingree high school (ushs-ma)', 'pingree high school', 'ushs-ma', ''], ['155', 'rob sangster', 'left wing', 'canada', 'vancouver canucks', 'kitchener rangers (ohl)', 'kitchener rangers', 'ohl', ''], ['156', 'kevin plager', 'right wing', 'united states', 'st. louis blues', 'parkway north high school (ushs-mo)', 'parkway north high school', 'ushs-mo', ''], ['157', 'raymond saumier', 'right wing', 'canada', 'hartford whalers', 'trois rivieres draveurs (qmjhl)', 'trois rivieres draveurs', 'qmjhl', ''], ['158', 'andy suhy', 'defense', 'united states', 'detroit red wings', 'western michigan university (ncaa)', 'western michigan university', 'ncaa', ''], ['159', 'sverre sears', 'defense', 'united states', 'philadelphia flyers', 'princeton university (ncaa)', 'princeton university', 'ncaa', ''], ['160', 'greg spenrath', 'defense', 'canada', 'new york rangers', 'tri-city americans (whl)', 'tri-city americans', 'whl', ''], ['161', 'derek plante', 'center', 'united states', 'buffalo sabres', 'cloquet high school (ushs-mn)', 'cloquet high school', 'ushs-mn', ''], ['162', 'darcy martini', 'defense', 'canada', 'edmonton oilers', 'michigan technological university (ncaa)', 'michigan technological university', 'ncaa', ''], ['163', 'david shute', 'left wing', 'united states', 'pittsburgh penguins', 'victoria cougars (whl)', 'victoria cougars', 'whl', ''], ['164', 'rick allain', 'defense', 'canada', 'boston bruins', 'kitchener rangers (ohl)', 'kitchener rangers', 'ohl', ''], ['165', 'sean whyte', 'right wing', 'canada', 'los angeles kings', 'guelph platers (ohl)', 'guelph platers', 'ohl', ''], ['166', 'dean holoien', 'right wing', 'canada', 'washington capitals', 'saskatoon blades (whl)', 'saskatoon blades', 'whl', ''], ['167', 'patrick lebeau', 'left wing', 'canada', 'montreal canadiens', 'st-jean lynx (qmjhl)', 'st-jean lynx', 'qmjhl', ''], ['168', 'kevin wortman', 'defense', 'united states', 'calgary flames', 'american international college (ncaa)', 'american international college', 'ncaa', '']]",21,9,189, ['college_junior_club_team'],1,21
nu-221,"[['team', 'city', 'seasons_played', 'playoffs_appearances', 'start_year', 'end_year', 'win_loss_record', 'win_percentage'], ['anderson packers', 'anderson, indiana', '1', '1', '1949-1950', '1949-1950', '37-27', '.578'], ['baa buffalo', 'buffalo, new york', '0', '0', 'never played', 'never played', '0-0', ''], ['baa indianapolis', 'indianapolis, indiana', '0', '0', 'never played', 'never played', '0-0', ''], ['baltimore bullets*', 'baltimore, maryland', '8', '3', '1947-1954', '1947-1954', '158-292', '.351'], ['chicago stags', 'chicago, illinois', '4', '4', '1946-1950', '1946-1950', '145-92', '.612'], ['cleveland rebels', 'cleveland, ohio', '1', '1', '1946-1947', '1946-1947', '30-30', '.500'], ['denver nuggets', 'denver, colorado', '1', '0', '1949-1950', '1949-1950', '11-51', '.177'], ['detroit falcons', 'detroit, michigan', '1', '0', '1946-1947', '1946-1947', '20-40', '.333'], ['indianapolis jets', 'indianapolis, indiana', '1', '0', '1948-1949', '1948-1949', '18-42', '.300'], ['indianapolis olympians', 'indianapolis, indiana', '4', '4', '1949-1953', '1949-1953', '132-137', '.491'], ['pittsburgh ironmen', 'pittsburgh, pennsylvania', '1', '0', '1946-1947', '1946-1947', '15-45', '.250'], ['providence steamrollers', 'providence, rhode island', '3', '0', '1946-1949', '1946-1949', '46-122', '.274'], ['sheboygan red skins', 'sheboygan, wisconsin', '1', '1', '1949-1950', '1949-1950', '22-40', '.355'], ['st. louis bombers', 'st. louis, missouri', '4', '3', '1946-1950', '1946-1950', '122-115', '.515'], ['toronto huskies', 'toronto, ontario', '1', '0', '1946-1947', '1946-1947', '22-38', '.367'], ['washington capitols', 'washington, d.c.', '5', '4', '1946-1951', '1946-1951', '157-114', '.579'], ['waterloo hawks', 'waterloo, iowa', '1', '0', '1949-1950', '1949-1950', '19-43', '.306']]",17,8,136," ['years_active', 'win–loss_record', 'win_']",3,51
nu-222,"[['year', 'mvp', 'defensive_player_of_the_year', 'unsung_hero', 'newcomer_of_the_year'], ['1993', 'patrice ferri', '', '', ''], ['1994', 'jean harbor', '', '', ''], ['1995', 'lloyd barker', '', '', ''], ['1996', 'paolo ceccarelli', '', '', ''], ['1997', 'mauro biello', '', '', ''], ['1998', 'mauro biello', '', '', ''], ['1999', '', '', '', ''], ['2000', 'jim larkin', '', '', ''], ['2001', 'mauro biello', '', '', ''], ['2002', 'eduardo sebrango', 'gabriel gervais', 'jason ditullio', 'zé roberto'], ['2003', 'greg sutton', 'gabriel gervais', 'david fronimadis', 'martin nash'], ['2004', 'gabriel gervais', 'greg sutton', 'zé roberto', 'sandro grande'], ['2005', 'mauro biello', 'nevio pizzolitto', 'mauricio vincello', 'masahiro fukazawa'], ['2006', 'mauricio vincello', 'gabriel gervais', 'andrew weber', 'leonardo di lorenzo'], ['2007', 'leonardo di lorenzo', 'mauricio vincello', 'simon gatti', 'matt jordan'], ['2008', 'matt jordan', 'nevio pizzolitto', 'joey gjertsen', 'stefano pesoli'], ['2009', 'david testo', 'nevio pizzolitto', 'adam braz', 'stephen deroux'], ['2010', 'philippe billy', 'philippe billy', 'tony donatelli', 'ali gerba'], ['2011', 'hassoun camara', 'evan bush', 'simon gatti', 'ian westlake / sinisa ubiparipovic']]",19,5,95," ['mvp', 'defensive_player_of_the_year', 'unsung_hero', 'newcomer_of_the_year']",4,76
nu-224,"[['_', 'directed_by', 'written_by', 'original_air_date'], ['1', 'frank w. smith', 'simon j. sharkey', '1997-09-14'], ['2', 'frank w. smith', 'simon j. sharkey', '1997-09-28'], ['3', 'gerry poulson', 'david humphries', '1997-10-05'], ['4', 'gerry poulson', 'david humphries', '1997-10-12'], ['5', 'john reardon', 'neil mckay', '1997-10-26'], ['6', 'john reardon', 'neil mckay', '1997-11-02'], ['7', 'frank w. smith', 'fran carroll', '1997-11-09'], ['8', 'douglas mackinnon', 'neil mckay', '1997-11-16'], ['9', 'douglas mackinnon', 'neil mckay', '1997-11-23'], ['10', 'john reardon', 'simon j. sharkey', '1997-11-30'], ['11', 'john reardon', 'simon j. sharkey', '1998-01-04'], ['12', 'ken horn', 'david humphries', '1998-01-11'], ['13', 'john reardon', 'simon j. sharkey', '1998-01-18'], ['14', 'ken horn', 'neil mckay', '1998-01-25'], ['15', 'frank w. smith', 'dave humphries', '1998-02-01'], ['16', 'douglas mackinnon', 'neil mckay', '1998-02-08'], ['17', 'graham moore', 'simon j. sharkey', '1998-02-15'], ['18', 'john reardon', 'simon j. sharkey', '1998-02-22']]",18,4,72, ['original_air_date'],1,18
nu-225,"[['_', 'venue', 'opponent', 'competition', 'date', 'score_home', 'score_away', 'result_home', 'result_away'], ['1.', 'mestalla, valencia, spain', 'austria', 'euro 2000 qualifying', '1999-03-27', '3', '0', '9', '0'], ['2.', 'mestalla, valencia, spain', 'austria', 'euro 2000 qualifying', '1999-03-27', '5', '0', '9', '0'], ['3.', 'olimpico, serravalle, san marino', 'san marino', 'euro 2000 qualifying', '1999-03-31', '0', '3', '0', '6'], ['4.', 'vivero, badajoz, spain', 'cyprus', 'euro 2000 qualifying', '1999-09-08', '1', '0', '8', '0'], ['5.', 'vivero, badajoz, spain', 'cyprus', 'euro 2000 qualifying', '1999-09-08', '2', '0', '8', '0'], ['6.', 'vivero, badajoz, spain', 'cyprus', 'euro 2000 qualifying', '1999-09-08', '4', '0', '8', '0'], ['7.', 'cartagonova, cartagena, spain', 'poland', 'friendly', '2000-01-26', '2', '0', '3', '0'], ['8.', 'cartagonova, cartagena, spain', 'poland', 'friendly', '2000-01-26', '3', '0', '3', '0']]",8,9,72," ['date', 'score', 'result']",3,24
nu-226,"[['year', 'award', 'film', 'result'], ['1976', 'best actress', 'le sauvage', 'nominated'], ['1981', 'best actress', 'le dernier métro', 'won'], ['1982', 'best actress', 'hôtel des amériques', 'nominated'], ['1988', 'best actress', 'agent trouble', 'nominated'], ['1989', 'best actress', ""drôle d'endroit pour une rencontre"", 'nominated'], ['1993', 'best actress', 'indochine', 'won'], ['1994', 'best actress', 'ma saison préférée', 'nominated'], ['1997', 'best actress', 'les voleurs', 'nominated'], ['1999', 'best actress', 'place vendôme', 'nominated'], ['2006', 'best supporting actress', 'palais royal!', 'nominated'], ['2011', 'best actress', 'potiche', 'nominated'], ['2014', 'best actress', 'on my way', 'pending']]",12,4,48, [],0,0
